2.007254234604974208e+00 3.047499222872588565e+00 4.029638489253120071e+00
2.773972184502496496e+00 6.942360699943948887e+00 4.437447789520772901e+00
2.071207355159669472e+00 5.985811207128619582e-01 2.177959618131039221e+00
3.376518682046115494e+00 6.797516927909470041e+00 5.519555392391031212e+00
1.578391648917271128e+00 3.327938883064315068e+00 3.498395983756282579e+00
5.523407639012027914e-01 8.192362153431248517e-01 5.099198705659161446e-01
2.232802391408139187e+00 6.244506245853004067e+00 8.447110013843806442e+00
3.232964751513632606e+00 6.063217659473188803e+00 3.960099891245448589e+00
3.167415256054800565e+00 6.502107941378477030e+00 5.149818431616000503e+00
8.383975721461414121e-01 1.144215408642537124e+00 1.793182688859247476e+00
4.259609663019523929e+00 5.507582878548048733e+00 4.534072739129452856e+00
2.818170853634238693e+00 7.121443142909988921e+00 4.756791239117824865e+00
1.731483527438832493e+00 6.760864628094039652e+00 8.291054768794325014e+00
-1.043119715508822321e-01 2.725790711846720615e+00 2.995310006629118504e+00
1.689067838628182106e+00 6.806051550776340164e+00 7.770801843737300096e+00
2.647029396672919699e+00 6.848563476287300666e+00 7.812270713362359231e+00
2.715431671000406055e+00 5.850455872736651131e+00 5.649434440586603046e+00
1.259012817313304611e+00 1.123846469900537492e+00 9.675727786492918092e-01
3.316414556561332327e-01 3.343245354336978448e+00 3.261215835370270266e+00
2.139535975684596192e+00 5.612483203735445514e+00 7.925155286001164257e+00
6.930013021893641767e-01 9.930719820905028472e-01 7.587102875275846259e-01
2.005831523873826683e+00 5.350296067085940521e+00 5.936531393723684324e+00
6.812644476057128085e-01 3.426036858488564540e+00 2.045863889686700965e+00
1.862343099233073840e+00 3.841905626559424469e+00 2.576066982619826806e+00
8.403403305763996745e-01 2.869141683874192328e+00 3.873645210868545075e+00
2.283981767535384400e+00 5.725744433462311100e+00 5.725371881245857608e+00
2.295999429639564049e+00 6.700771314593031214e+00 4.650824949167024158e+00
1.908952499030710737e+00 6.168467009503046050e+00 8.316812469220531412e+00
-1.386083515057729976e-01 2.962440424845721676e+00 2.827342577342764507e+00
2.532203233251006491e+00 6.426442977487632824e+00 5.998161651437266428e+00
1.550924122374327974e+00 6.788971202474342270e+00 7.862427916562227281e+00
2.016707044531350412e+00 2.931011646853812103e+00 2.021377526446553219e+00
1.074892394377698457e+00 9.477912885494045314e-01 9.127001616876294632e-01
1.471720430639531507e+00 3.457319782689477261e+00 2.829181566985046636e+00
2.661338044451523999e+00 6.384320711646941149e+00 5.396500475364232052e+00
1.369056548529356654e+00 2.517266914477779949e+00 2.884465533082323230e+00
2.205051011517055848e+00 6.368446340904704073e+00 8.455124957032033706e+00
3.414657966821440738e+00 5.644993139952471317e+00 4.463083133841436734e+00
1.370228352367253599e+00 6.023448075957723802e+00 8.001061495621332398e+00
3.248980404142734812e+00 5.511036747905117217e+00 6.272581627182752584e+00
6.941599067275487922e-01 7.555856552204027743e-01 2.334357087778649031e+00
1.743146100414254107e+00 8.875998438115395572e-01 1.138529333610927008e+00
2.840886812323862642e+00 5.632836365927247790e+00 5.491959292279254612e+00
7.618487632768095041e-01 2.787425579955861821e+00 2.715138421731784657e+00
1.259707834021112083e+00 5.930842925038100066e-01 1.008536594675340403e+00
8.341465208694635036e-01 9.783801616674082657e-01 1.772265640357412853e+00
6.692085245675520877e-01 1.000395978511089634e+00 7.442340515600320838e-01
1.356608815565436332e+00 1.146641271188890698e+00 8.750619280733666905e-01
3.778781193135163807e+00 6.557774073242689461e+00 5.422245373272593483e+00
2.933800092488430433e+00 6.170682437656278552e+00 4.410686262116564116e+00
3.079644447083643932e+00 6.103015069310508522e+00 7.619083196233564337e+00
3.207416206274372961e+00 5.901343663824882846e+00 5.743462547159325915e+00
6.876819726903217189e-01 1.765000187885783056e+00 1.255842538959316634e+00
8.011269550275652573e-01 3.166119099350313437e+00 3.482840729281079906e+00
2.746271544524411024e+00 6.990692816351147698e+00 4.203173156924179033e+00
2.785444929670265690e+00 5.833673871789928356e+00 4.466002456117122321e+00
1.217089206088962428e+00 2.659626157219196596e+00 3.156664430565429225e+00
2.986886410163051675e+00 5.966235826026432321e+00 4.162650309832317319e+00
3.501344799089955551e+00 5.559195350867699226e+00 4.211604231484885830e+00
2.848982004564323045e+00 5.783319697895140443e+00 4.868444078679951659e+00
1.274996565877794863e+00 9.421755231438372347e-01 1.618362622297202957e+00
1.493558640690114681e+00 6.231818461750409099e+00 7.710234376098128450e+00
3.406481604671514951e+00 5.933160587201260050e+00 5.100560401644917974e+00
2.594888760585873033e+00 5.472507136865455202e+00 7.654515756936588922e+00
6.433789776006348937e-02 2.365986395088263805e+00 2.151597172183740803e+00
2.751582355177522032e-01 2.915066047557516971e+00 3.400733717878140716e+00
9.495947889728865166e-01 2.352690664717033808e+00 3.486832363276858082e+00
8.283849582240926379e-01 9.243044116975288604e-01 1.615821164986673164e+00
5.139144350217142998e-01 1.190520369349366003e+00 7.781883068314445762e-01
6.326573690570131969e-01 2.359328409729053444e-01 1.687389651899225740e+00
1.821373237841126258e+00 2.760954270391974497e+00 3.253977585074444345e+00
2.955989155012546998e+00 6.257173254456142253e+00 5.170582320479559790e+00
1.231981352368158644e+00 8.793767131978894591e-01 1.660894866175991247e+00
2.457688461566978955e+00 6.597476235106392473e+00 5.519100298660314152e+00
1.837596497908086768e+00 5.662227997185255823e+00 8.780118542468949627e+00
2.570810500641287355e-01 7.822747046966137541e-01 1.295560872724335066e+00
3.386772536753055451e+00 6.493048982317739082e+00 5.094522072112549260e+00
2.710719742526340514e+00 5.842658607476158394e+00 7.979624707550981633e+00
6.806865195870457352e-01 2.276151000295446813e+00 2.492569920788619608e+00
-4.113199187738714180e-02 2.997447655094175545e+00 3.910417559266489818e+00
4.359949578638359080e-01 -1.323096187190460071e-01 1.288669254555861787e+00
6.738811943119988879e-01 2.667277258481790092e+00 3.034542953844137969e+00
3.035130043696557589e+00 5.608103785168551347e+00 5.251593269160417243e+00
5.703039321440191989e-01 2.087510761571752749e+00 3.186808974470990208e+00
1.549882930286787364e+00 2.724410204598712859e-01 5.444726259172223415e-01
3.292506606716229189e+00 6.063398922230373245e+00 4.508942768657706601e+00
